fit_time,score_time,test_accuracy,test_precision_weighted,test_recall_weighted,test_f1_weighted,test_roc_auc,model
2.091178687987849,0.0,0.9470472869906298,0.9470854753808448,0.9470472869906298,0.9470465477199653,0.9878243715997703,LogReg
2.0354989239713177,0.0,0.9470472869906298,0.9470905943575464,0.9470472869906298,0.9470451470097444,0.9863485562397534,LogReg
2.1871610259404406,0.0,0.9427979952059272,0.9428332586131271,0.9427979952059272,0.9427929514740903,0.9854564554014636,LogReg
2.2172579870093614,0.0,0.9453039877969056,0.9453148266637985,0.9453039877969056,0.9453006047428582,0.9870720497342858,LogReg
2.1665684140753,0.0,0.9421442580082807,0.9421650314986931,0.9421442580082807,0.9421438960467085,0.9864539278267135,LogReg
1.1952318510739133,0.0,0.953257790368272,0.9532596735914323,0.953257790368272,0.9532578153386878,0.982059580399178,KNN
1.1941958679817617,0.0,0.9545652647635651,0.9546336904231821,0.9545652647635651,0.9545626512610169,0.9846552438478589,KNN
1.1901667659403756,0.0,0.950969710176509,0.9509871755848257,0.950969710176509,0.9509668782560323,0.9828936590422915,KNN
1.1928706848993897,0.0,0.9527130093702332,0.9527140631765914,0.9527130093702332,0.9527133552686478,0.9837689785813492,KNN
1.1993088650051504,0.0,0.9538025713663107,0.9538198962592738,0.9538025713663107,0.9538023563810063,0.9841472753146512,KNN
60.39277266699355,0.0,0.9573981259533667,0.957464614841516,0.9573981259533667,0.9573969854730078,0.9876570786887351,SVM
61.570265753078274,0.0,0.9557637829592504,0.9559069570559636,0.9557637829592504,0.9557590454420519,0.9870468891160314,SVM
60.35502450505737,0.0,0.9520592721725866,0.952166806201699,0.9520592721725866,0.9520510981459311,0.9854881338546203,SVM
60.98929976497311,0.0,0.9545652647635651,0.9545943988096888,0.9545652647635651,0.954567490103764,0.9863301964405481,SVM
61.85702303994913,0.0,0.953257790368272,0.9533866284410603,0.953257790368272,0.9532550984314055,0.986133872697455,SVM
0.1559261450311169,0.0,0.9992373066027457,0.9992384700051822,0.9992373066027457,0.9992373070464057,0.9998892865676755,GNB
0.1328453910537064,0.0,0.999128350403138,0.9991292001970075,0.999128350403138,0.9991283482921685,0.999671964945646,GNB
0.1301542849978432,0.0,0.9992373066027457,0.9992378885216033,0.9992373066027457,0.9992373009427713,0.999449284102579,GNB
0.12854992900975049,0.0,0.9994552190019612,0.999455438646583,0.9994552190019612,0.9994552220101333,0.9997811205034228,GNB
0.14663897396530956,0.0,0.9994552190019612,0.9994558128334393,0.9994552190019612,0.999455219292992,0.9996730831546913,GNB
