fit_time,score_time,test_accuracy,test_precision_weighted,test_recall_weighted,test_f1_weighted,test_roc_auc,model
12.18873906135559,0.0672922134399414,0.9310831320407857,0.9314366333030085,0.9310831320407857,0.9310698980094498,0.9767253640646116,LogReg
8.846553802490234,0.07402491569519043,0.9302479692176143,0.9305534900214827,0.9302479692176143,0.9302345594454651,0.9772371541987188,LogReg
8.553479194641113,0.07761716842651367,0.9306755023514323,0.930852753630987,0.9306755023514323,0.9306665026874331,0.9755594562463493,LogReg
8.501844882965088,0.19028925895690918,0.9297563061137238,0.929985811026664,0.9297563061137238,0.9297395947670687,0.9759263804802434,LogReg
11.854784965515137,0.0708158016204834,0.9295425395468149,0.9298319627189154,0.9295425395468149,0.9295301264779261,0.9762606588324916,LogReg
0.23737430572509766,191.21489930152893,0.9522669459823433,0.9522792548886465,0.9522669459823433,0.9522667295706233,0.980896551184631,KNN
0.34990692138671875,281.8920249938965,0.9502137665669089,0.9502403330230208,0.9502137665669089,0.9502128235634175,0.9804050629013219,KNN
0.3486912250518799,281.94065499305725,0.9503206498503634,0.950335612043429,0.9503206498503634,0.9503198603584219,0.9803467928831912,KNN
0.26597094535827637,188.4125006198883,0.9516246259085079,0.9516503578497241,0.9516246259085079,0.951622281720861,0.9806604058816648,KNN
0.26592516899108887,188.01490354537964,0.9519238991021804,0.9519590610359804,0.9519238991021804,0.9519228394926798,0.981359678470564,KNN
2980.422968149185,796.4285378456116,0.9551313567473975,0.9551315181235762,0.9551313567473975,0.9551313636771986,0.9865005556143387,SVM
3018.3168711662292,804.814327955246,0.9544035912783241,0.9544167342159429,0.9544035912783241,0.954403128196164,0.9863698674300792,SVM
3089.1429896354675,809.0037999153137,0.9551090209491235,0.9551111941668465,0.9551090209491235,0.9551088348487327,0.9856258631744628,SVM
4314.074494600296,739.8875708580017,0.9547669944420693,0.9547701729613157,0.9547669944420693,0.9547663217032487,0.9859142153636923,SVM
3960.948949098587,750.7867815494537,0.9533988884138521,0.9534163930430182,0.9533988884138521,0.953398353648803,0.9856847221532135,SVM
1.0767643451690674,0.6074845790863037,0.9848015219854215,0.9852502437638604,0.9848015219854215,0.9847982031203538,0.9984816175155533,GNB
1.065819501876831,0.6040248870849609,0.98612654980761,0.9864984231257745,0.98612654980761,0.9861236984676578,0.9989685729439304,GNB
1.239633321762085,0.680661678314209,0.9854852501068833,0.9858841621654977,0.9854852501068833,0.9854817554575019,0.9988078865090966,GNB
1.4962255954742432,0.6528172492980957,0.9852714835399744,0.9856823387033716,0.9852714835399744,0.9852665945759156,0.9985835362376065,GNB
1.4965877532958984,0.6797623634338379,0.9868319794784096,0.9871674997766463,0.9868319794784096,0.986829614486279,0.9989296149937185,GNB
